date,Customer,wono,ref,erp,icode,t_size,brand,col,fit,rim,cons,fweight,ptv,new,cbm,kgs
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,102302,5.00-8,NEXEN ALLPRO,BLACK,CLIP,3,APPROVED NEXEN COMPOUND,16.14,0.0244,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,104302,18x7-8,NEXEN ALLPRO,BLACK,CLIP,4.33,APPROVED NEXEN COMPOUND,20.07,0.03,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,118302,200/50-10,NEXEN ALLPRO,BLACK,CLIP,6.5,APPROVED NEXEN COMPOUND,24.03,0.0404,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,111302,6.00-9,NEXEN ALLPRO,BLACK,CLIP,4,APPROVED NEXEN COMPOUND,25.99,0.0379,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,112302,21x8-9,NEXEN ALLPRO,BLACK,STD,6,APPROVED NEXEN COMPOUND,33.4,0.049,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,119302,6.50-10,NEXEN ALLPRO,BLACK,CLIP,5,APPROVED NEXEN COMPOUND,35.83,0.0529,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,125302,7.00-12,NEXEN ALLPRO,BLACK,CLIP,5,APPROVED NEXEN COMPOUND,46.45,0.071,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,126302,23x10-12,NEXEN ALLPRO,BLACK,STD,8,APPROVED NEXEN COMPOUND,50.31,0.0798,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,141302,7.00-15,NEXEN ALLPRO,BLACK,CLIP,5.5,APPROVED NEXEN COMPOUND,57,0.0943,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,135302,8.15-15,NEXEN ALLPRO,BLACK,CLIP,7,APPROVED NEXEN COMPOUND,59.3,0.1011,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,171302,7.50-16,NEXEN ALLPRO,BLACK,CLIP,6,APPROVED NEXEN COMPOUND,72.5,0.1162,,              -  ,              -  
2023-07-11,KOREA,0,KOR-NTC-12-7,636 7,138302,8.25-15,NEXEN ALLPRO,BLACK,CLIP,6.5,APPROVED NEXEN COMPOUND,85.5,0.1315,,              -  ,              -  
