"id","prev_serial","serial_number","date","tyre_code","description","qty"
"1437","32505491","002032-505491","2025-03-20","118012","200/50 - 10 (6.50)  ACHIEVER PLUS BLACK CLIP","0"
"1438","32505492","002032-505492","2025-03-20","118012","200/50 - 10 (6.50)  ACHIEVER PLUS BLACK CLIP","0"
"1439","32505493","002032-505493","2025-03-20","119042","6.50 - 10 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1440","32505494","002032-505494","2025-03-20","119043","6.50 - 10 (5.00) ATIRE RUNNER SOLID  NM STD","0"
"1441","32505495","002032-505495","2025-03-20","119043","6.50 - 10 (5.00) ATIRE RUNNER SOLID  NM STD","0"
"1442","32505496","002032-505496","2025-03-20","714073","18 x 6 x 12 1/8 ATIRE RUNNER BAND NM SM","0"
"1443","32505497","002032-505497","2025-03-20","708073","16 1/4 x 5 x 11 1/4 ATIRE RUNNER BAND NM SM","0"
"1444","32505498","002032-505498","2025-03-20","710074","16 x 5 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1445","32505499","002032-505499","2025-03-20","711074","16 x 6 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1446","32505500","002032-505500","2025-03-20","715072","18 x 7 x 12 1/8 ATIRE RUNNER BAND BLACK TR","0"
"1447","32505501","002032-505501","2025-03-20","716074","18 x 8 x 12 1/8 ATIRE RUNNER BAND NM TR","0"
"1448","32505502","002032-505502","2025-03-20","720072","21 x 8 x 15 ATIRE RUNNER BAND BLACK TR","0"
"1449","32505503","002032-505503","2025-03-20","125042","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1450","32505504","002032-505504","2025-03-20","125042","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1451","32505505","002032-505505","2025-03-20","125041","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK STD","0"
"1452","32505506","002032-505506","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1453","32505507","002032-505507","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1454","32505508","002032-505508","2025-03-20","104041","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK STD","0"
"1455","32505509","002032-505509","2025-03-20","104042","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1456","32505510","002032-505510","2025-03-20","104042","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1457","32505511","002032-505511","2025-03-20","135053","8.15 - 15 (28 x 9 - 15) (7.00) ATIRE ROCK SOLID  NM STD","0"
"1458","32505512","002032-505512","2025-03-20","135053","8.15 - 15 (28 x 9 - 15) (7.00) ATIRE ROCK SOLID  NM STD","0"
"1459","32505513","002032-505513","2025-03-20","103163","16 x 6 - 8 (4.33)  ACHIEVER PLUS (WIDE) NM STD","0"
"1460","32505514","002032-505514","2025-03-20","103163","16 x 6 - 8 (4.33)  ACHIEVER PLUS (WIDE) NM STD","0"
"1461","32505515","002032-505515","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1462","32505516","002032-505516","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1463","32505517","002032-505517","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1464","32505518","002032-505518","2025-03-20","720073","21 x 8 x 15 ATIRE RUNNER BAND NM SM","0"
"1465","32505519","002032-505519","2025-03-20","720073","21 x 8 x 15 ATIRE RUNNER BAND NM SM","0"
"1468","0","32505032","2025-03-19","738073","28 x 12 x 22 ATIRE RUNNER BAND NM SM","0"
